项目编号,主体,关系,客体
253,代表性传承人,李 扎倮,"所属项目, 老达保村拉祜族传统文化 生态保护区"
253,代表性传承人,李扎莫,"所属项目, 老达保 村拉祜族传统文化生态保护区"
253,代表性传承人,李石开,"所属项目 , 老达保村拉祜 族传统文化生态保护区"
254,勐永傣 族传统制陶 技艺,历史悠久,曾是上贡土司 的地方特产
254,勐永傣族传统制 陶技艺,主要原料,黄褐色黏土和细沙
254,勐永 傣族传统制陶技艺,混合材料,黄色胶泥土和 细沙
254,勐永傣族传统制陶 技艺,制坯方法,盘条堆筑法
254,盘条堆筑 法,操作步骤,将 陶泥揉搓成条放在木板 上制坯
254,勐永傣族传统制 陶技艺,成型工具,鹅卵石和竹片
254,勐永傣 族传统制陶技艺,烧 制燃料,稻草或秸秆
254,勐永 傣族传统制陶技艺,烧制时间,一个多小时
254,勐永 傣族传统制陶技艺,产品类型,土锅、陶 缸
254,土锅,功能特性,煮沸而不溢
254,土锅,功能特性,保温时间长
254,土锅,功能特性,保留食品 的纯正原味
254,陶缸,功能特性,防潮防虫
254,陶 缸,功能特性,盛 水可长久保鲜清凉
254,勐永傣 族传统制陶技艺,传承 方式,传女不传男
254,勐永傣族传统制陶技艺,传承模式,母传 女、婆传媳
254,勐永傣 族传统制陶技艺,入选 名录,云南省级非物质文化遗产 代表性项目名录扩展项目名录
254,勐永 傣族传统制陶技艺,代表性传承人,张如华
255,建水彝 族花灯,起源时间,清光绪十九年
255,建水彝族 花灯,举办首个灯会 地点,白云村
255,建水彝族花灯,经历传承代数,五代
255,建水 彝族花灯,融入元素,彝族音乐
255,建水彝族花灯,融入元素,彝族 舞蹈
255,建水 彝族花灯,融入元素,彝族语言
255,建水彝族花灯,融入元素,彝族 服饰
255,建水 彝族花灯,剧本特色,有自己的特色
255,建水彝族花灯,音乐特色,有自己的特色
255,建水彝 族花灯,念白特色,有自己的特色
255,彝族四大腔,白话部分常用句式,五 言句式
255,彝族四大腔,使用 语气词,彝语语气词
255,建水 彝族花灯唱词,出现内容,彝族四大腔 白话部分常用五言句式
255,建水彝 族花灯唱词,出现 内容,彝语语气词
255,建水彝 族花灯舞蹈部分,融 进特点,彝族民间舞 的动作特点
255,建水彝族花灯伴奏,增加乐器,四弦
255,建水彝 族花灯,形成支派,云南花灯独特支派
255,建水 花灯传统剧目,包括剧目,《打花鼓》
255,建水花灯传统 剧目,包括剧目,《打渔 》
255,建 水花灯传统剧目,包括剧目,《打草竿》
255,建水花灯 传统剧目,包括剧目,《补 缸》
255,建水花灯传统剧目,包括 剧目,《玉钓瓶》
255,建水花 灯传统剧目,包括剧目,《 霸王下山》
255,建水花灯传统剧目,包括剧目,《张三杀羊 》
255,建 水花灯传统剧目,包括剧目,《劝赌》
255,建水花灯传统 剧目,包括剧目,《乡城 吵闹》
255,建水花灯传统剧目,包括 剧目,《老贾休妻》
255,建水 花灯传统剧目,包括剧目,《韩湘子渡妻》
255,建水花 灯,提供资料对象,省有关文化单位
255,建水花灯,提供资料对象,州有关文化 单位
255,建 水花灯,提供资料对象,县有关文化单位
255,建水花灯,参加活动,省级文艺 汇演
255,建水花灯,入选名录,云南省第一批省级非物质文化遗产 保护名录
255,建水花灯,代表性传承 人,白家顺
255,建水花灯 当地流传情况,举行仪式,请灯神仪式
255,建水花灯当地 流传情况,仪式时间,每年农历正月十五
255,建水花灯当地流传 情况,日常活动,每天 早晚上香
255,建水花灯当地流传情况,大唱花灯时间,正月十五、十六全村开始
255,建水花 灯当地流传情况,送灯 神时间,正月十七唱完 即送
256,嵩明地区,传统活动,花灯
256,嵩明 花灯,表演形式,团场
256,嵩明花灯,表演形式,坐场
256,团场,特点,十余名成对男女角色歌舞表演
256,坐场,内容,小戏/小 歌舞/小演唱
256,坐场,主要内容,小戏表演
256,嵩明花灯小戏,类型,讲口戏
256,讲口戏,特征,只有说白无唱 腔
256,团场,改编作品,《红灯 舞》
256,《红灯舞》,改编 单位,总政歌舞团
256,嵩明花 灯曲调,代表曲目,《嵩明采茶》
256,嵩明花灯 曲调,代表曲目,《 王氏挑水》
256,嵩明花灯曲 调,代表曲目,《双 叠调》
256,嵩明花灯曲调,代表曲目,《老鹰亮 翅》
256,嵩明花灯,入选项目,云南省第一批省级非物质文化遗产 保护名录
256,嵩明花灯,代表性传承 人,戚俊才
257,高跷舞 狮,又名,高脚狮子
257,高跷舞狮,传入时间,明初
257,高跷舞 狮,发源地,中原地区
257,高跷舞狮,著名 地点,云南省玉溪市通 海县石景村
257,石景村的高 跷舞狮,特点,高、奇、险
257,表演前准备动作,包括,坐于屋檐 或墙头上
257,双脚固定方式,使用,布带紧缚在两根 高厘米左右的跷上
257,延长腿部工具,采用,木杆
257,表演人数配置,由,六人协调 配合
257,角色分工,两人共耍 一狮) 11 . (单狮操作结构,"包括 , 一人耍狮头一人耍 狮尾"
257,特殊角色设置,存在,装扮驯引狮者
257,引导 道具,使用,绣球
257,性别造型区分,分别为,雄雌两狮
257,主要表演内容,围绕,双狮争抢 绣球
257,互动情节设计,包含,老和尚高举拂尘打下 驯服狮子
257,趣味动作元素,加入,摇摆拂尘逗引 狮子作乐
257,场面烘托方式,插入,身穿不同服饰的高 跷队员
257,队形变化特征,呈现,时而整齐有序时而疏 乱自由
257,结束仪式动作,执行,老和尚双手合掌作 揖致谢
257,当地民俗现象,包括,人们喜欢看高跷舞 狮
257,日常文化活动,涉及,闲暇时谈论和夸赞技艺
257,儿童模仿行为,使用,树杈木棍学踩高跷
257,传承困境原因,因,掌握技艺的艺人大量外出打工
257,队伍 维持困难点,缺乏,稳定的经费保障
257,保护级别认定,入选,云南省第三批省级非 物质文化遗产代表性项目名录
257,项目代表性传承 人,是,刘福德
258,华宁县,主要分布 乡镇,宁州 街道
258,华宁县,主要分布 乡镇,盘溪
258,华宁县,主要 分布乡镇,华溪
258,华宁县,主要分布乡镇,通红甸
258,华宁县,主要分布乡镇,青龙
258,《通红甸乡 志》,记载内容,华宁县的苗族是明 、清时期从云南其他地方渐渐辗转 流入的
258,《 华宁县民族志》,记载内容,华宁县的 苗族是明、清时期从 云南其他地方渐渐辗转流入的
258,苗族服饰,别称,花衣
258,苗族妇女服饰,组成部分,头饰套头
258,苗族 妇女服饰,组成部分,上衣
258,苗族 妇女服饰,组成部分,围 腰
258,苗 族妇女服饰,组成部分,飘带
258,苗族妇女服饰,组成部分,裙子
258,苗族妇女服饰,组成部分,绑腿
258,苗族妇女服饰,组成部分,绣花鞋
258,苗族妇女服饰,组成部分,配饰
258,苗族妇女服饰,组成部分,银饰
258,苗族妇女 服饰,组成部分,缨须
258,男子服饰,特征,头戴包头
258,男子服饰,特征,身穿紧袖 、钉满银扣的对襟 短装
258,男子服饰,特征,着 素色褶腰大裤脚长 裤
258,制作 苗族服饰,工序,种麻
258,制作苗族服饰,工序,收
258,制作苗族服饰,工序,割
258,制作苗族服饰,工序,晒
258,制作苗族服饰,工序,洗
258,制作苗族服饰,工序,撕
258,制作苗族服饰,工序,染
258,制作苗族服饰,工序,织
258,制作苗族服饰,工序,裁剪
258,制作苗族服饰,工序,刺绣
258,制作苗族服饰,工序,缝制成衣
258,制作苗族服饰,主要工序,下料
258,制作苗族服饰,主要工序,裁衣 布料
258,制作 苗族服饰,主要工序,设计图案
258,制作苗族服饰,主要 工序,刺绣
258,制作苗族服饰,主要工序,锁边、缝合
258,苗族 妇女,技能特点,心灵 手巧不需画图只需按照布 的纹路就可以绣出整齐边框 和自己喜爱的图案
258,刺绣,类型,平 绣
258,刺绣,类型,锁绣
258,刺绣,类型,辫绣
258,刺绣,类型,贴布绣
258,刺绣,类型,挑花
258,刺绣工序,着重选用绣法,平绣
258,刺绣工序,着重选用 绣法,辫绣
258,内衬,采用材料,牢实的卡 几布
258,苗族服饰,工艺技法,织
258,苗族服饰,工艺技法,绣
258,苗族服饰,工艺技法,挑
258,苗族服饰,工艺技法,染
258,苗族服饰,特点,保持着中国民间的织、绣、 挑、染的传统工艺技法
258,苗族服饰,特点,往往在运用一种 主要的工艺手法的同时穿插使用其他的工艺 手法或者挑中带绣或者染 中带绣或者织绣结合
258,苗族服饰,特点,花团锦 簇流光溢彩显示出鲜明的民族 艺术特色
258,苗族服饰,特点,夺目的色彩
258,苗族服饰,特点,繁复的装饰
258,苗族服饰,特点,耐人寻味的文化内涵
258,苗族 服饰图案,功能,传承 本民族文化的历史重任
258,苗族服饰图案,功能,具有文字的表达功能
258,苗族 服饰图案,美誉,无 字史书
258,苗族服饰图案,美誉,穿在身上的史书
258,苗族妇女服饰花纹,内容,红花
258,苗族妇女服饰 花纹,内容,绿叶
258,苗族妇女 服饰花纹,内容,蝴蝶
258,苗族 妇女服饰花纹,内容,山川
258,苗 族妇女服饰花纹,反映情感,对大自然的热爱
258,苗族服饰,价值体现,倾注了 妇女们炽热的感情和丰富的想象
258,精美的刺绣 、生动艳丽的图案,意义,苗族人民智慧的结晶
258,精美的刺绣 、生动艳丽的图案,意义,民族审美心理的体现
258,精美的刺绣、 生动艳丽的图案,意义,具有民族文化价值
258,苗族民众,穿着 现状,很少穿自己的民族服饰
258,苗族 服饰,发展趋势,逐渐消融 的趋势
258,华 宁苗族服饰,入选名录,云南省第四批省级非物质 文化遗产代表性项目名录扩展项目名录
258,华宁苗 族服饰,项目代表性传承人,罗永英
259,无量山 火腿,产地,南涧县
259,无 量山火腿,民族,彝族
259,制作时间,开始于,十月中旬
259,制作 时间,结束于,腊 月中旬
259,选材 要求,包括,腿心丰满
259,选材要求,包括,皮质新鲜
259,选材要求,包括,瘦肉鲜红
259,选材要求,包括,肥肉洁白
259,部位 选择,使用,后腿
259,晾晒 条件,置于,阴凉通风 处
259,修 整目标,使腿端面 呈,圆形
259,整体形状,形似,琵琶
259,处理步骤,除去,囊皮
259,处理步骤,除去,膝关节 处的油膜
259,处理步骤,除去,肌肉上的浮油
259,腌制方法,采用,干擦法
259,用盐量比例,为鲜腿重量的,%
259,搓揉起点,从,猪脚爪
259,重点敷 盐部位,包括,腰椎骨
259,重点敷 盐部位,包括,耻骨
259,重点敷 盐部位,包括,膝关节
259,重点敷盐 部位,包括,髋关节
259,重点敷盐 部位,包括,血管
259,重点敷盐部位,包括,大腿上部肉厚 处
259,每 只腿搓揉时长,约,分钟
259,堆叠容器,使用,竹篮
259,接水器具,放置,大盆或大锅
259,影响因素,腌制 时间受,鲜腿重量影响
259,影响因素,腌制时间受,室温影响
259,一般腌制 天数,为,天
259,悬挂方式,挂在,屋横梁或木 架
259,干燥 目标,保持,适当距离
259,压制工具,使用,石磨
259,压制工具,使用,石头
259,压制工具,使用,木头
259,压制工具,使用,千斤顶
259,压制设备,搭配,肉 榨子
259,压制次数,一般要,二至三次
259,阴干时长,通常需要,个月
259,自然现象,长出,绿色和绿灰色松花霉
259,别称,称为,铜霉
259,贮藏容器,使用,纸箱或木箱
259,最佳存放 期限,以,一两年内 为好
259,主要食用方式,是,煮食
259,其他食用方式,包括,煎 炒
259,其他 食用方式,包括,蒸炖
259,烹饪前 处理,需洗净,松 花霉
259,文化地位,是,传统 宴席必不可少美食
259,文化地位,作为,祭祀祖先重要祭品
259,非遗项目,入选,云南省第四批省级非 物质文化遗产代表性项目名录扩展项目名录
259,代表性传承 人,是,李德恭
260,兴隆高竿 舞狮,类别,民间传统 游艺类项目
260,兴隆高 竿舞狮,起源地,中原
260,兴隆高竿舞狮,所属流派,南方醒狮类
260,兴隆 高竿舞狮,角色分工,一人扮演狮头
260,兴隆高竿 舞狮,角色分工,一人扮演狮身
260,狮头造型,设计参考,戏曲脸谱
260,兴隆高 竿舞狮,融合元素,武术身型
260,兴隆高竿舞狮,融合元素,武术步 法
260,兴隆高竿舞狮,表演 特点,形神意结合
260,兴隆 高竿舞狮,特性,技术性
260,兴隆高竿舞狮,特性,健身性
260,兴隆高 竿舞狮,特性,艺术观赏性
260,兴隆高竿舞狮,分类,地面舞狮
260,兴隆高竿舞狮,分类,高台桌子舞狮
260,兴隆 高竿舞狮,分类,高竿舞狮
260,地面舞狮,动作示例,踩大 四门
260,地面舞狮,动作 示例,小四门
260,地面舞 狮,动作示例,狮子 滚桌
260,地面舞狮,动作 示例,耗子过梁
260,高 台桌子舞狮,结构组成,高桌子层层叠加
260,高竿 舞狮,受欢迎程度,最受欢迎表演形式
260,高竿舞狮,表演者角色,饰演 孙猴子
260,高竿舞狮,表演者角色,饰演狮子
260,高 竿舞狮,动作示例,洗须
260,高竿舞狮,动作示例,舔身
260,高 竿舞狮,动作示例,抖毛
260,高竿舞狮,动作示例,踩桩换 位
260,高竿舞狮,动作 示例,高空倒立
260,高竿 舞狮,动作示例,一柱擎天
260,高竿舞狮,动作示例,倒挂 金钟
260,高竿舞狮,动作示例,空中悬狮
260,高 竿舞狮,动作示例,白马献蹄
260,高竿舞狮,动作示例,鹞鹰 展翅
260,兴隆高竿狮舞民间 艺术团,成立时间,年在当地政府积极引导和支持下
260,兴隆 高竿狮舞民间艺术团,活动类型,公益性表演
260,兴隆 高竿狮舞,入选名录,云南省第四批省级非物质 文化遗产代表性项目名录
260,兴隆高竿狮 舞,代表性传承人,杨华
261,象脚鼓,是,傣族同胞最 喜爱的传统乐器之一
261,象脚鼓,用于,傣历新年
261,象脚鼓,用于,关门节
261,象脚鼓,用于,开门节
261,象脚鼓,属于,打击乐器
261,象脚鼓,具有功能,怡情悦性
261,象脚鼓,具有功能,以鼓会友
261,象脚鼓,具有功能,强健身心
261,象脚鼓,具有功能,祈庆 丰年
261,象脚鼓制作,遵循,相关习俗
261,象脚鼓制作,具有 特色,浓郁的傣族特色
261,象脚 鼓制作,使用工具,刀
261,象 脚鼓制作,使用工具,斧
261,象脚鼓制作,使用工具,凿子
261,鼓身,选用材料,甑子木
261,象脚鼓制作,使用材料,牛皮
261,象脚鼓制作,使用材料,牛筋
261,象脚 鼓制作,使用材料,油漆
261,象 脚鼓制作,使用材料,织锦背带
261,象脚鼓制作,使用材料,藤篾圈
261,象脚 鼓制作,使用材料,糯米饭
261,象脚鼓制作,包括流程,选树
261,象脚鼓制作,包括流程,备料
261,象脚鼓制作,包括 流程,雕琢
261,象脚鼓制作,包括流程,蒙鼓面
261,象脚鼓 制作,包括流程,雕刻
261,象脚鼓 制作,包括流程,彩绘
261,象脚 鼓制作,包括流程,调 音
261,象 脚鼓制作,包括流程,系背带
261,象脚鼓,分类,大
261,象脚鼓,分类,中
261,象 脚鼓,分类,小
261,大/ 中/小象脚鼓,制作工艺,大致相同
261,大/中/ 小象脚鼓,差异,尺寸
261,象脚鼓制成后,用 糯米饭捏成圆饼贴在 鼓面中心,用于调节音色 和音高
261,象脚鼓制作,体现,傣族人与自然和谐相处的 生态观
261,象脚鼓制作,是,古代社会分工的遗迹
261,象脚鼓制作,体现,傣族狩猎 文化
261,象 脚鼓制作技艺,传承方式,口传心授
261,象脚鼓制作 技艺,蕴含,傣族 先民的生存智慧
261,象脚鼓制作技艺,蕴含,傣族先民 的审美情趣
261,年象脚鼓制作技艺,入选,云南省级非物质文化遗产 代表性项目名录扩展项目名录
261,岩腊,身份,项目代表性传承人
262,藏香,记载于,天木佛经
262,天木香,属于,五种殊胜供香之一
262,迪 庆藏香,历史时长,三百多年
262,迪庆藏香,主料,柏树树干
262,迪庆 藏香,原料包含,藏红花
262,迪庆藏香,原料 包含,麝香
262,迪庆藏香,原料包含,白檀 香
262,迪庆藏香,原料包含,红檀香
262,迪庆藏香,原料包含,紫檀 香
262,迪庆藏香,原料 包含,沉香
262,迪庆藏 香,原料包含,豆 蔻
262,迪庆藏香,原料 包含,穿山甲
262,迪庆 藏香,原料包含,甘崧
